Aménageur;Opérateur;Enseigne;Id station;Nom Station;Adresse;Code INSEE;Nombre Points de charge;ID Points de charge;Puissance délivrée;Type de prise;Condition d'accès;Accessibilité;Observations;Date de Mise à Jour;Source;Coordonnees;Code Officiel Région;Code Officiel Département;Code EPCI;Nom de l'EPCI;Commune;Nom de la région;Nom du département
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0236155A;0055 - parking familistère;allée des peupliers 02120 GUISE;02361;2;FR*S02*E0236155A1;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.904479, 3.62781;32;02;200071983;CC Thiérache Sambre et Oise;Guise;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E02292122A;0122 - parking CARCT 2;Parking CARCT D1003 02400 ETAMPES SUR MARNES;02292;2;FR*S02*E02292122A2;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.036858, 3.408587;32;02;200072031;CA de la Région de Château-Thierry;Étampes-sur-Marne;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0260230A;0030 – Rue du 7ème BCA;Rue du 7eme BCA 02320 PINON;02602;2;FR*S02*E0260230A2;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.497894, 3.451042;32;02;200071769;CC Picardie des Châteaux;Pinon;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E02722127A;0127 - avenue de compiègne;avenue de Compiègne aux abords du cimetière 02200 SOISSONS;02722;2;FR*S02*E02722127A1;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.38141, 3.311639;32;02;240200477;CA GrandSoissons Agglomération;Soissons;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0238166A;0066- Avenue Maréchal Joffre;Avenue du Maréchal JOFFRE 02500 HIRSON;02381;2;FR*S02*E0238166A2;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.927299, 4.075371;32;02;240200600;CC des Trois Rivières;Hirson;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E02810136A;0136 -piscine;Piscine Rue Alfred Juneaux  02600 VILLERS COTTERETS;02810;1;FR*S02*E02810136A1;50.0;CHADEMO;payant;accessible 24h/24 - 7j/7;recharge rapide accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.260534, 3.086839;32;02;200071991;CC Retz-en-Valois;Villers-Cotterêts;HAUTS DE FRANCE;AISNE
Volvo Valenciennes;DRIVECO;Volvo Valenciennes;FR*G46*PDUGARDINVOLVO59300*1;Volvo Valenciennes;Rue Jules Mousseron 59300 Aulnoy-Lez-Valenciennes;59032;9;FR*G46*E10448*P2;22.08;T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.330694, 3.514288;32;59;245901160;CA Valenciennes Métropole;Aulnoy-lez-Valenciennes;HAUTS DE FRANCE;NORD
Aventim - Lazaro3;DRIVECO;Aventim - Lazaro3;FR*SSD*PAVENTIMLAZARO359520*1;Aventim - Lazaro3;187 rue de Menin Parc de l?Innovation 59520 Marquette-Lez-Lille;59386;4;FR*SSD*E10167*P2;22.08;T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.679924, 3.083205;32;59;200093201;Métropole Européenne de Lille;Marquette-lez-Lille;HAUTS DE FRANCE;NORD
BMW Béthune;DRIVECO;BMW Béthune;FR*G56*PLEMPEREURBMW62400*1;BMW Béthune;Technoparc Futura 62400 Verquigneul;62847;4;FR*G56*E10632*P2;22.08;T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.512507, 2.659517;32;62;200072460;CA de Béthune-Bruay,Artois-Lys Romane;Verquigneul;HAUTS DE FRANCE;PAS DE CALAIS
Fiat Liévin - Lens;DRIVECO;Fiat Liévin - Lens;FR*G47*PLEMPEREURFIAT62800*1;Fiat Liévin - Lens;2 Avenue François Mitterrand 62800 Liévin;62510;9;FR*G47*E10475*P1;22.08;EF, T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.426524, 2.786971;32;62;246200364;CA de Lens - Liévin;Liévin;HAUTS DE FRANCE;PAS DE CALAIS
Ford Dunkerque;DRIVECO;Ford Dunkerque;FR*G39*PDUGARDINFORD59140*1;Ford Dunkerque;70 rue de Berlin 59140 Dunkerque;59183;5;FR*G39*E10593*P2;22.08;T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;51.016497, 2.356295;32;59;245900428;CU de Dunkerque;Dunkerque;HAUTS DE FRANCE;NORD
LM - Siege Lezennes;DRIVECO;LM - Siege Lezennes;FR*E56*PLMLEZENNES59260*1;LM - Siege Lezennes;Rue Chanzy 59260 Lezennes;59346;32;FR*E56*E10136*P2;11.04;T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.611698, 3.12165;32;59;200093201;Métropole Européenne de Lille;Lezennes;HAUTS DE FRANCE;NORD
Hyundai Faches;DRIVECO;Hyundai Faches;FR*SSD*PDUGARDINHYUNDAI59155*1;Hyundai Faches;455 Avenue du Général Leclerc 59155 Faches-Thumesnil;59220;4;FR*SSD*E10786*P2;22.08;T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.585175, 3.087567;32;59;200093201;Métropole Européenne de Lille;Faches-Thumesnil;HAUTS DE FRANCE;NORD
Hôpital Saint Philibert;DRIVECO;Hôpital Saint Philibert;FR*SSD*PGHICLSAINTPHILIBERT*59160;Hôpital Saint Philibert;Rue du Grand But, 59160 Lille;59350;22;FR*SSD*E10610*P1;22.08;EF, T2;Payant;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.651317, 2.974386;32;59;200093201;Métropole Européenne de Lille;Lille;HAUTS DE FRANCE;NORD
Hôpital Saint Philibert;DRIVECO;Hôpital Saint Philibert;FR*SSD*PGHICLSAINTPHILIBERT*59160;Hôpital Saint Philibert;Rue du Grand But, 59160 Lille;59350;22;FR*SSD*E10617*P2;22.08;T2;Payant;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.651317, 2.974386;32;59;200093201;Métropole Européenne de Lille;Lille;HAUTS DE FRANCE;NORD
Hôpital Saint Vincent;DRIVECO;Hôpital Saint Vincent;FR*SSD*PGHICLSAINTVINCENT*59000;Hôpital Saint Vincent;1 Boulevard de Belfort 59000 Lille;59350;7;FR*SSD*E10618*P1;22.08;EF, T2;Payant;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.619593, 3.076524;32;59;200093201;Métropole Européenne de Lille;Lille;HAUTS DE FRANCE;NORD
Communauté d'Agglomération Maubeuge Val de Sambre;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H02*P59543*001;SAINT-RÉMY-DU-NORD - Rue de la Place;Rue de la Place 59330 SAINT-RÉMY-DU-NORD;59543;2;FR*H02*E59543*001*2;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.231396, 3.905528;32;59;200043396;CA Maubeuge Val de Sambre;Saint-Remy-du-Nord;HAUTS DE FRANCE;NORD
Communauté d'Agglomération Maubeuge Val de Sambre;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H02*P59442*001;OBRÉCHIES - La Place;La Place 59680 OBRÉCHIES;59442;2;FR*H02*E59442*001*2;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.220364, 4.024435;32;59;200043396;CA Maubeuge Val de Sambre;Obrechies;HAUTS DE FRANCE;NORD
Communauté d'Agglomération Maubeuge Val de Sambre;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H02*P59225*001;FEIGNIES - Place de l'église;Place de l'église 59750 FEIGNIES;59225;2;FR*H02*E59225*001*2;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.297798, 3.913268;32;59;200043396;CA Maubeuge Val de Sambre;Feignies;HAUTS DE FRANCE;NORD
Communauté d'Agglomération Valenciennes Métropole;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H03*P59112*001;BRUAY-SUR-L'ESCAUT - Place Henri Durre;Place Henri Durre 59860 BRUAY-SUR-L'ESCAUT;59112;2;FR*H03*E59112*001*1;18.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.409618, 3.555456;32;59;245901160;CA Valenciennes Métropole;Bruay-sur-l'Escaut;HAUTS DE FRANCE;NORD
Communauté d'Agglomération Valenciennes Métropole;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H03*P59606*006;VALENCIENNES - Boulevard d Harpignies;Boulevard d Harpignies 59300 VALENCIENNES;59606;4;FR*H03*E59606*006*2;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.363956, 3.528473;32;59;245901160;CA Valenciennes Métropole;Valenciennes;HAUTS DE FRANCE;NORD
Communauté d'Agglomération Valenciennes Métropole;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H03*P59606*007;VALENCIENNES - Place du Canada;Place du Canada 59300 VALENCIENNES;59606;4;FR*H03*E59606*007*1;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.35276, 3.522642;32;59;245901160;CA Valenciennes Métropole;Valenciennes;HAUTS DE FRANCE;NORD
Communauté d'Agglomération du Pays de Saint Omer;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H01*P62423*001;HELFAUT - Rue d'Aire et du Piperstraete;Rue d'Aire et du Piperstraete 62570 HELFAUT;62423;2;FR*H01*E62423*001*1;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.697172, 2.24438;32;62;200069037;CA du Pays de Saint-Omer;Helfaut;HAUTS DE FRANCE;PAS DE CALAIS
Communauté d'Agglomération du Pays de Saint Omer;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H01*P62525*003;LONGUENESSE - Avenue Léon Blum;Avenue Léon Blum 62219 LONGUENESSE;62525;2;FR*H01*E62525*003*1;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.740795, 2.269746;32;62;200069037;CA du Pays de Saint-Omer;Longuenesse;HAUTS DE FRANCE;PAS DE CALAIS
Communauté d'Agglomération du Pays de Saint Omer;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H01*P62902*001;WIZERNES - Place de la mairie;Place de la mairie 62570 WIZERNES;62902;2;FR*H01*E62902*001*2;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.709618, 2.228097;32;62;200069037;CA du Pays de Saint-Omer;Wizernes;HAUTS DE FRANCE;PAS DE CALAIS
Communauté de Communes Flandre-Lys;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H09*P59212*001;ESTAIRES - Rue de l’Ondine;Rue de l’Ondine 59940 ESTAIRES;59212;2;FR*H09*E59212*001*1;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.646614, 2.704682;32;59;245900758;CC Flandre Lys;Estaires;HAUTS DE FRANCE;NORD
Communauté de Communes Flandre-Lys;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H09*P62502*001;LESTREM - Place du Huit Mai;Place du Huit Mai 62136 LESTREM;62502;2;FR*H09*E62502*001*1;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.620762, 2.685248;32;62;245900758;CC Flandre Lys;Lestrem;HAUTS DE FRANCE;PAS DE CALAIS
Communauté de Communes Flandre-Lys;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H09*P59268*002;LA GORGUE - Rue de la Lys;Rue de la Lys 59253 LA GORGUE;59268;2;FR*H09*E59268*002*1;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.640903, 2.741627;32;59;245900758;CC Flandre Lys;La Gorgue;HAUTS DE FRANCE;NORD
Communauté Urbaine d'Arras;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H06*P62004*001;ACHICOURT - rue du 19 mars;rue du 19 mars 62217 ACHICOURT;62004;2;FR*H06*E62004*001*1;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.274288, 2.769392;32;62;200033579;CU d'Arras;Achicourt;HAUTS DE FRANCE;PAS DE CALAIS
Communauté Urbaine d'Arras;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H06*P62263*001;DAINVILLE - allée du 8 mai 1945;allée du 8 mai 1945 62000 DAINVILLE;62263;2;FR*H06*E62263*001*2;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.282616, 2.730408;32;62;200033579;CU d'Arras;Dainville;HAUTS DE FRANCE;PAS DE CALAIS
Communauté d'Agglomération Douaisis Agglo;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H04*P59178*003;DOUAI - Zi Douai Dorignies;Zi Douai Dorignies 59500 DOUAI;59178;2;FR*H04*E59178*003*2;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.397381, 3.10234;32;59;200044618;CA Douaisis Agglo;Douai;HAUTS DE FRANCE;NORD
Communauté d'Agglomération Douaisis Agglo;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H04*P59178*004;DOUAI - Rue Godin;Rue Godin 59500 DOUAI;59178;2;FR*H04*E59178*004*1;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.367386, 3.080179;32;59;200044618;CA Douaisis Agglo;Douai;HAUTS DE FRANCE;NORD
Communauté d'Agglomération Maubeuge Val de Sambre;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H02*P59439*001;NOYELLES-SUR-SAMBRE - Rue Alfred Bisiaux;Rue Alfred Bisiaux 59550 NOYELLES-SUR-SAMBRE;59439;2;FR*H02*E59439*001*1;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.156116, 3.800211;32;59;200043396;CA Maubeuge Val de Sambre;Noyelles-sur-Sambre;HAUTS DE FRANCE;NORD
Communauté d'Agglomération Maubeuge Val de Sambre;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H02*P59072*001;BERSILLIES - Rue Saint Pierre d'Hautmont;Rue Saint Pierre d'Hautmont 59600 BERSILLIES;59072;2;FR*H02*E59072*001*2;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.322632, 4.005755;32;59;200043396;CA Maubeuge Val de Sambre;Bersillies;HAUTS DE FRANCE;NORD
Mouv'Oise;Freshmile;Freshmile;FR*S60*PGAQVMY;Pont Sainte-Maxence, Rue du Professeur Ramon;43 rue du Professeur Ramon 60700 Pont Sainte-Maxence;60509;2;FR*S60*EKMQY*2;22.0;T2 - E/F;Payant;24h/24 7j/7;;2019-08-22;https://www.data.gouv.fr/fr/datasets/mouvoise/#resource-ba460b68-e779-4e9b-8295-24dc88981abe;49.3024, 2.60136;32;60;246000921;CC des Pays d'Oise et d'Halatte;Pont-Sainte-Maxence;HAUTS DE FRANCE;OISE
Mouv'Oise;Freshmile;Freshmile;FR*S60*PVKBPUT;Chantilly, Réservoir;1 Avenue du Condé 60500 Chantilly;60141;2;FR*S60*EKQFM*2;22.0;T2 - E/F;Payant;24h/24 7j/7;;2019-05-14;https://www.data.gouv.fr/fr/datasets/mouvoise/#resource-ba460b68-e779-4e9b-8295-24dc88981abe;49.1931, 2.47152;32;60;246000764;CC de l'Aire Cantilienne;Chantilly;HAUTS DE FRANCE;OISE
Mouv'Oise;Freshmile;Freshmile;FR*S60*PCREILHOPMOUV;Creil, Hôpital;27 Boulevard Laennec 60100 Creil;60175;2;FR*S60*EBLGR*1;22.0;T2 - E/F;Payant;24h/24 7j/7;;2018-12-07;https://www.data.gouv.fr/fr/datasets/mouvoise/#resource-ba460b68-e779-4e9b-8295-24dc88981abe;49.2486, 2.46236;32;60;200068047;CA Creil Sud Oise;Creil;HAUTS DE FRANCE;OISE
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*229*1*_*_;Deûlémont - Parking Mairie;Rue des Processions, Deûlémont;59173;2;FR*SOD*S*NPDC*229*1*_*_2;;E/F-T2;payant;24/24 7/7 jours;"Type charge indiquée selon décret de 2017
Type de charge : normale";2019-02-27;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-a05390b1-0e05-463f-9b73-45cab31f2d44;50.735118, 2.945258;32;59;200093201;Métropole Européenne de Lille;Deûlémont;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*299*1*_*_;Aubers - Place de l'Eglise;Place de l'Eglise, Aubers;59025;2;FR*SOD*S*NPDC*299*1*_*_2;;E/F-T2;payant;24/24 7/7 jours;"Type charge indiquée selon décret de 2017
Type de charge : normale";2019-02-27;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-a05390b1-0e05-463f-9b73-45cab31f2d44;50.677936, 2.845534;32;59;200093201;Métropole Européenne de Lille;Aubers;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*M59*P59346*001;LEZENNES - Rue du camp français;Rue du camp français 59260 LEZENNES;59346;2;FR*M59*E59346*001*1;18.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.610264, 3.115136;32;59;200093201;Métropole Européenne de Lille;Lezennes;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*252*1*_*_;Marquillies - Mairie;Rue de la Bourse, Marquillies;59388;2;FR*SOD*S*NPDC*252*1*_*_2;;E/F-T2;payant;24/24 7/7 jours;"Type charge indiquée selon décret de 2017
Type de charge : normale";2019-02-27;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-a05390b1-0e05-463f-9b73-45cab31f2d44;50.557431, 2.866748;32;59;200093201;Métropole Européenne de Lille;Marquillies;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*M59*P59458*001;PÉRONNE-EN-MÉLANTOIS - Parking de l'Ecole;Parking de l'Ecole 59273 PÉRONNE-EN-MÉLANTOIS;59458;2;FR*M59*E59458*001*2;18.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.566525, 3.166502;32;59;200093201;Métropole Européenne de Lille;Péronne-en-Mélantois;HAUTS DE FRANCE;NORD
OPEL Roncq;DRIVECO;OPEL Roncq;FR*G44*PEURAUTOOPEL59223*1;OPEL Roncq;66 Rue du Dronckaert 59223 RONCQ;59508;6;FR*G44*E10346*P2;22.08;T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.739498, 3.13056;32;59;200093201;Métropole Européenne de Lille;Roncq;HAUTS DE FRANCE;NORD
Opel Boulogne-sur-Mer;DRIVECO;Opel Boulogne-sur-Mer;FR*G44*PEUROPAUTOOPEL62360*1;Opel Boulogne-sur-Mer;111 Boulevard de la Liane, ZI de la liane 62360 Boulogne-sur-Mer;62755;5;FR*G44*E10369*P2;22.08;T2;Payant;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.695599, 1.60866;32;62;246200729;CA du Boulonnais;Saint-Léonard;HAUTS DE FRANCE;PAS DE CALAIS
Opel Calais;DRIVECO;Opel Calais;FR*G44*PEUROPAUTOOPEL62100*1;Opel Calais;40 rue de Lille 62100 Calais;62193;5;FR*G44*E10368*P1;22.08;EF, T2;Payant;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.937599, 1.86018;32;62;200090751;CA Grand Calais Terres et Mers;Calais;HAUTS DE FRANCE;PAS DE CALAIS
Opel Lievin;DRIVECO;Opel Lievin;FR*G44*PLEMPEREUROPEL62800*1;Opel Lievin;Forum de l'Automobile Avenue François Mitterand 62800 Liévin;62510;6;FR*G44*E10442*P2;22.08;T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.426319, 2.786037;32;62;246200364;CA de Lens - Liévin;Liévin;HAUTS DE FRANCE;PAS DE CALAIS
